GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59
1500000US250250201012,250250201012,"Block Group 2, Census Tract 201.01, Suffolk County, Massachusetts",645,161,29,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,33,0,12,0,12,0,12,0,12,0,12,29,33,0,12,0,12,29,33,0,12,616,156,229,115,229,115,0,12,159,114,41,35,29,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,387,146,154,122,0,12,126,117,0,12,28,33,233,98,0,12,89,63,51,45,93,77
1500000US250250201013,250250201013,"Block Group 3, Census Tract 201.01, Suffolk County, Massachusetts",756,147,60,82,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,60,82,0,12,0,12,0,12,0,12,0,12,60,82,10,18,0,12,0,12,50,81,696,143,216,102,200,101,0,12,77,73,75,58,48,47,16,24,0,12,0,12,0,12,0,12,0,12,16,24,0,12,0,12,16,24,0,12,480,136,149,67,13,22,58,54,19,31,59,43,331,133,5,9,209,132,71,54,46,41
1500000US250250201014,250250201014,"Block Group 4, Census Tract 201.01, Suffolk County, Massachusetts",781,151,66,56,12,20,12,20,12,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,54,52,0,12,0,12,0,12,0,12,0,12,54,52,17,29,19,31,18,27,0,12,715,156,228,87,228,87,10,15,60,57,158,91,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,487,160,216,123,0,12,152,100,22,35,42,64,271,122,20,22,236,117,0,12,15,23
1500000US250250202001,250250202001,"Block Group 1, Census Tract 202, Suffolk County, Massachusetts",884,139,183,74,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,183,74,74,62,25,41,0,12,34,38,15,26,109,60,56,49,28,33,0,12,25,29,701,139,125,61,59,47,0,12,46,42,0,12,13,20,66,49,0,12,0,12,0,12,0,12,0,12,66,49,0,12,41,39,25,28,0,12,576,131,270,112,33,30,156,83,40,62,41,37,306,99,36,37,230,98,12,19,28,32
1500000US250250202002,250250202002,"Block Group 2, Census Tract 202, Suffolk County, Massachusetts",700,123,138,69,16,25,0,12,0,12,0,12,0,12,0,12,16,25,0,12,0,12,0,12,0,12,0,12,16,25,0,12,0,12,16,25,0,12,122,74,25,31,9,14,16,27,0,12,0,12,97,68,15,17,28,32,15,23,39,54,562,126,131,61,116,60,0,12,93,54,23,27,0,12,15,24,15,24,0,12,15,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,431,128,264,121,40,47,172,92,52,67,0,12,167,65,23,21,93,53,39,42,12,20
1500000US250250202003,250250202003,"Block Group 3, Census Tract 202, Suffolk County, Massachusetts",610,96,58,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,58,35,11,18,11,18,0,12,0,12,0,12,47,37,19,30,28,34,0,12,0,12,552,100,188,81,148,80,0,12,27,30,87,51,34,53,40,37,40,37,0,12,30,34,10,15,0,12,0,12,0,12,0,12,0,12,0,12,364,92,155,73,9,14,117,66,29,31,0,12,209,87,46,45,163,78,0,12,0,12
1500000US250250203011,250250203011,"Block Group 1, Census Tract 203.01, Suffolk County, Massachusetts",176,57,61,48,8,12,8,12,0,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,53,45,37,47,0,12,0,12,0,12,37,47,16,18,0,12,0,12,0,12,16,18,115,53,58,32,44,29,0,12,0,12,0,12,44,29,14,23,14,23,14,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,57,43,47,41,0,12,0,12,0,12,47,41,10,15,0,12,0,12,10,15,0,12
1500000US250250203012,250250203012,"Block Group 2, Census Tract 203.01, Suffolk County, Massachusetts",1120,109,71,57,43,52,28,46,0,12,28,46,0,12,0,12,15,25,0,12,0,12,0,12,0,12,0,12,15,25,15,25,0,12,0,12,0,12,28,26,10,15,0,12,10,15,0,12,0,12,18,21,0,12,10,16,8,14,0,12,1049,114,294,88,265,83,0,12,169,67,68,56,28,19,29,27,13,20,0,12,0,12,0,12,13,20,16,18,0,12,9,14,7,11,0,12,755,112,370,117,43,44,202,92,73,55,52,38,385,106,0,12,229,97,79,49,77,43
1500000US250250203021,250250203021,"Block Group 1, Census Tract 203.02, Suffolk County, Massachusetts",582,55,37,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,24,4,6,0,12,4,6,0,12,0,12,33,23,17,18,16,16,0,12,0,12,545,63,97,35,62,30,0,12,45,28,9,10,8,10,35,26,0,12,0,12,0,12,0,12,0,12,35,26,2,5,13,15,20,22,0,12,448,63,194,69,25,26,133,59,6,9,30,32,254,67,24,16,140,60,42,30,48,30
1500000US250250203031,250250203031,"Block Group 1, Census Tract 203.03, Suffolk County, Massachusetts",652,137,69,62,10,15,10,15,0,12,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,59,61,34,56,0,12,34,56,0,12,0,12,25,25,14,17,0,12,11,18,0,12,583,128,175,68,147,73,0,12,132,74,15,23,0,12,28,26,10,15,0,12,0,12,0,12,10,15,18,21,6,9,12,19,0,12,0,12,408,133,222,105,7,12,161,96,54,44,0,12,186,82,0,12,166,83,10,16,10,16
1500000US250250203032,250250203032,"Block Group 2, Census Tract 203.03, Suffolk County, Massachusetts",272,70,54,48,16,18,9,14,0,12,0,12,9,14,0,12,7,11,7,11,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,38,45,22,36,22,36,0,12,0,12,0,12,16,26,16,26,0,12,0,12,0,12,218,67,107,51,98,55,0,12,53,38,28,45,17,27,9,15,9,15,0,12,0,12,0,12,9,15,0,12,0,12,0,12,0,12,0,12,111,46,85,39,0,12,56,38,21,24,8,14,26,33,6,9,0,12,20,32,0,12
1500000US250250203033,250250203033,"Block Group 3, Census Tract 203.03, Suffolk County, Massachusetts",791,113,147,77,33,50,0,12,0,12,0,12,0,12,0,12,33,50,0,12,0,12,0,12,0,12,0,12,33,50,0,12,0,12,33,50,0,12,114,63,72,55,21,36,0,12,31,34,20,22,42,34,0,12,0,12,33,30,9,14,644,116,150,57,129,52,0,12,76,43,11,17,42,29,21,22,0,12,0,12,0,12,0,12,0,12,21,22,0,12,21,22,0,12,0,12,494,124,199,98,0,12,54,61,135,80,10,15,295,86,0,12,93,57,119,92,83,59
1500000US250250301001,250250301001,"Block Group 1, Census Tract 301, Suffolk County, Massachusetts",828,96,62,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,62,36,38,26,5,8,9,14,0,12,24,19,24,22,5,9,0,12,0,12,19,21,766,100,138,68,88,46,0,12,22,25,8,14,58,39,50,52,9,15,0,12,0,12,9,15,0,12,41,50,0,12,41,50,0,12,0,12,628,103,359,108,49,31,203,93,58,45,49,31,269,82,4,7,173,73,70,32,22,23
1500000US250250301002,250250301002,"Block Group 2, Census Tract 301, Suffolk County, Massachusetts",469,94,59,49,27,39,0,12,0,12,0,12,0,12,0,12,27,39,27,39,0,12,27,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,26,16,19,0,12,8,13,8,13,0,12,16,17,7,10,0,12,9,14,0,12,410,85,72,51,60,48,0,12,60,48,0,12,0,12,12,18,12,18,0,12,0,12,0,12,12,18,0,12,0,12,0,12,0,12,0,12,338,88,158,65,6,10,112,59,10,15,30,27,180,59,24,18,127,56,0,12,29,24
1500000US250250302001,250250302001,"Block Group 1, Census Tract 302, Suffolk County, Massachusetts",1052,78,107,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,107,53,61,44,49,41,0,12,0,12,12,15,46,34,11,13,0,12,4,7,31,29,945,100,232,74,157,59,0,12,105,40,0,12,52,43,75,52,34,41,6,10,0,12,28,40,0,12,41,33,0,12,24,27,0,12,17,18,713,124,376,98,16,14,303,99,48,27,9,13,337,85,37,21,239,84,19,23,42,37
1500000US250250303001,250250303001,"Block Group 1, Census Tract 303, Suffolk County, Massachusetts",1436,160,64,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,64,54,19,32,0,12,0,12,0,12,19,32,45,40,0,12,19,25,11,17,15,26,1372,156,381,107,348,100,0,12,48,38,177,73,123,64,33,32,0,12,0,12,0,12,0,12,0,12,33,32,0,12,10,17,0,12,23,28,991,170,583,171,52,53,201,94,180,104,150,83,408,141,0,12,139,108,115,88,154,77
1500000US250250303002,250250303002,"Block Group 2, Census Tract 303, Suffolk County, Massachusetts",410,105,65,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,65,44,13,21,0,12,0,12,0,12,13,21,52,39,0,12,0,12,37,32,15,24,345,100,152,82,126,79,0,12,97,76,15,28,14,23,26,31,26,31,0,12,11,19,15,24,0,12,0,12,0,12,0,12,0,12,0,12,193,75,144,62,7,12,109,56,12,20,16,26,49,41,0,12,38,36,0,12,11,18
1500000US250250303003,250250303003,"Block Group 3, Census Tract 303, Suffolk County, Massachusetts",508,135,86,57,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,86,57,51,51,37,47,0,12,0,12,14,21,35,36,7,12,18,29,10,17,0,12,422,140,137,50,137,50,10,16,33,33,57,44,37,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,285,137,183,120,9,14,106,106,0,12,68,69,102,84,17,27,75,78,10,16,0,12
1500000US250250303004,250250303004,"Block Group 4, Census Tract 303, Suffolk County, Massachusetts",345,84,12,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,21,0,12,0,12,0,12,0,12,0,12,12,21,0,12,12,21,0,12,0,12,333,87,130,79,61,52,0,12,26,30,20,31,15,23,69,65,14,23,0,12,0,12,14,23,0,12,55,72,0,12,55,72,0,12,0,12,203,83,109,57,0,12,35,34,61,47,13,20,94,70,31,40,63,57,0,12,0,12
1500000US250250304001,250250304001,"Block Group 1, Census Tract 304, Suffolk County, Massachusetts",877,96,81,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,81,47,20,25,0,12,20,25,0,12,0,12,61,42,33,34,28,25,0,12,0,12,796,106,190,64,144,60,0,12,49,38,43,30,52,41,46,37,12,14,0,12,8,12,0,12,4,7,34,34,0,12,9,13,0,12,25,32,606,107,215,74,9,14,146,59,47,43,13,15,391,97,58,40,232,76,44,30,57,39
1500000US250250304002,250250304002,"Block Group 2, Census Tract 304, Suffolk County, Massachusetts",633,99,63,34,10,16,0,12,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12,0,12,10,16,0,12,10,16,0,12,0,12,53,32,29,26,21,26,8,12,0,12,0,12,24,19,9,11,8,12,0,12,7,11,570,105,92,50,74,48,0,12,27,20,21,24,26,27,18,17,9,13,0,12,9,13,0,12,0,12,9,9,0,12,9,9,0,12,0,12,478,115,276,77,20,22,174,60,66,35,16,16,202,80,11,12,166,80,12,15,13,15
1500000US250250305001,250250305001,"Block Group 1, Census Tract 305, Suffolk County, Massachusetts",312,50,14,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,15,0,12,0,12,0,12,0,12,0,12,14,15,5,8,0,12,9,13,0,12,298,52,183,49,172,46,0,12,29,27,82,28,61,26,11,15,0,12,0,12,0,12,0,12,0,12,11,15,0,12,0,12,4,8,7,12,115,47,54,36,0,12,34,31,0,12,20,19,61,35,0,12,30,25,8,12,23,21
1500000US250250305002,250250305002,"Block Group 2, Census Tract 305, Suffolk County, Massachusetts",642,92,26,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,21,14,17,0,12,14,17,0,12,0,12,12,13,5,8,7,10,0,12,0,12,616,95,163,48,146,47,3,4,63,40,54,31,26,31,17,16,0,12,0,12,0,12,0,12,0,12,17,16,0,12,17,16,0,12,0,12,453,95,237,81,0,12,212,76,17,25,8,12,216,82,12,12,126,58,38,37,40,34
1500000US250250305003,250250305003,"Block Group 3, Census Tract 305, Suffolk County, Massachusetts",531,94,51,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,51,28,24,23,15,20,9,13,0,12,0,12,27,26,8,9,5,8,0,12,14,23,480,92,55,37,47,34,0,12,20,22,20,21,7,11,8,12,8,12,0,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,425,97,155,60,29,23,105,56,13,19,8,12,270,93,22,24,221,88,27,20,0,12
1500000US250250401001,250250401001,"Block Group 1, Census Tract 401, Suffolk County, Massachusetts",472,70,25,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,21,13,15,0,12,0,12,5,9,8,12,12,14,0,12,0,12,5,8,7,11,447,72,218,63,209,60,0,12,100,51,102,49,7,10,9,16,9,16,0,12,0,12,9,16,0,12,0,12,0,12,0,12,0,12,0,12,229,60,103,47,0,12,39,29,27,31,37,33,126,55,0,12,29,27,13,17,84,47
1500000US250250401002,250250401002,"Block Group 2, Census Tract 401, Suffolk County, Massachusetts",696,86,21,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,19,8,12,0,12,0,12,0,12,8,12,13,15,0,12,0,12,0,12,13,15,675,87,232,74,193,73,0,12,136,67,40,26,17,13,39,27,8,12,0,12,0,12,8,12,0,12,31,24,0,12,10,15,16,18,5,9,443,104,163,71,0,12,95,57,54,39,14,16,280,90,0,12,208,86,12,15,60,48
1500000US250250402001,250250402001,"Block Group 1, Census Tract 402, Suffolk County, Massachusetts",292,51,165,53,117,53,47,40,0,12,42,40,5,7,0,12,70,38,12,19,0,12,12,19,0,12,0,12,58,35,2,4,45,35,6,9,5,8,48,31,5,9,0,12,5,9,0,12,0,12,43,30,0,12,13,19,30,23,0,12,127,43,98,42,30,24,4,7,13,11,0,12,13,21,68,35,13,18,13,18,0,12,0,12,0,12,55,32,7,9,11,11,37,29,0,12,29,19,17,16,0,12,7,10,10,12,0,12,12,12,0,12,0,12,7,10,5,8
1500000US250250402002,250250402002,"Block Group 2, Census Tract 402, Suffolk County, Massachusetts",378,46,45,30,5,8,5,8,0,12,0,12,0,12,5,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,30,15,23,0,12,15,23,0,12,0,12,25,21,0,12,10,12,10,17,5,7,333,47,146,46,113,37,0,12,43,27,50,20,20,15,33,27,9,13,0,12,0,12,9,13,0,12,24,23,0,12,6,9,18,21,0,12,187,47,78,30,0,12,27,16,26,25,25,20,109,38,0,12,41,22,19,14,49,30
1500000US250250403001,250250403001,"Block Group 1, Census Tract 403, Suffolk County, Massachusetts",366,137,276,125,223,129,77,75,0,12,38,61,39,46,0,12,146,113,12,18,0,12,0,12,0,12,12,18,134,111,8,12,126,111,0,12,0,12,53,54,0,12,0,12,0,12,0,12,0,12,53,54,0,12,0,12,43,52,10,16,90,68,25,21,14,12,0,12,9,14,0,12,5,8,11,17,11,17,0,12,0,12,11,17,0,12,0,12,0,12,0,12,0,12,0,12,65,73,0,12,0,12,0,12,0,12,0,12,65,73,0,12,31,50,0,12,34,54
1500000US250250403002,250250403002,"Block Group 2, Census Tract 403, Suffolk County, Massachusetts",723,110,11,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,11,17,0,12,0,12,11,17,0,12,0,12,0,12,0,12,0,12,0,12,712,110,328,88,286,87,0,12,190,78,79,53,17,27,42,33,12,19,0,12,0,12,12,19,0,12,30,27,0,12,21,23,0,12,9,13,384,91,143,68,0,12,37,33,106,66,0,12,241,79,0,12,109,59,119,49,13,15
1500000US250250403003,250250403003,"Block Group 3, Census Tract 403, Suffolk County, Massachusetts",302,77,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12,0,12,9,14,293,77,121,54,121,54,0,12,92,50,29,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,172,74,67,40,0,12,44,33,11,17,12,19,105,66,0,12,86,61,19,30,0,12
1500000US250250403004,250250403004,"Block Group 4, Census Tract 403, Suffolk County, Massachusetts",305,92,62,72,42,68,42,68,0,12,42,68,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,23,11,18,0,12,11,18,0,12,0,12,9,15,0,12,9,15,0,12,0,12,243,73,103,40,96,41,0,12,58,34,8,12,30,24,7,10,0,12,0,12,0,12,0,12,0,12,7,10,0,12,0,12,0,12,7,10,140,74,46,37,0,12,46,37,0,12,0,12,94,64,6,10,56,57,32,29,0,12
1500000US250250403005,250250403005,"Block Group 5, Census Tract 403, Suffolk County, Massachusetts",264,55,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,264,55,152,51,145,51,0,12,118,51,17,19,10,15,7,11,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,7,11,0,12,112,44,35,27,7,11,28,24,0,12,0,12,77,40,0,12,10,17,41,37,26,23
1500000US250250404011,250250404011,"Block Group 1, Census Tract 404.01, Suffolk County, Massachusetts",804,91,139,58,112,52,0,12,0,12,0,12,0,12,0,12,112,52,0,12,0,12,0,12,0,12,0,12,112,52,0,12,68,43,44,55,0,12,27,23,18,19,0,12,0,12,10,15,8,12,9,15,0,12,0,12,9,15,0,12,665,102,302,91,213,85,0,12,95,55,103,55,15,23,89,56,45,43,0,12,26,35,8,13,11,18,44,37,0,12,19,23,25,27,0,12,363,101,28,23,0,12,8,12,9,15,11,18,335,102,0,12,76,53,112,87,147,67
1500000US250250404012,250250404012,"Block Group 2, Census Tract 404.01, Suffolk County, Massachusetts",389,78,46,40,8,13,0,12,0,12,0,12,0,12,0,12,8,13,0,12,0,12,0,12,0,12,0,12,8,13,0,12,0,12,8,13,0,12,38,39,0,12,0,12,0,12,0,12,0,12,38,39,14,12,0,12,0,12,24,38,343,81,126,59,118,60,0,12,76,52,26,30,16,17,8,13,8,13,0,12,0,12,0,12,8,13,0,12,0,12,0,12,0,12,0,12,217,58,96,48,0,12,67,35,29,31,0,12,121,51,0,12,54,44,32,21,35,28
1500000US250250406001,250250406001,"Block Group 1, Census Tract 406, Suffolk County, Massachusetts",474,73,21,32,21,32,0,12,0,12,0,12,0,12,0,12,21,32,21,32,0,12,21,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,453,78,200,60,138,50,0,12,56,35,77,35,5,9,62,54,46,51,0,12,35,49,7,11,4,6,16,17,0,12,8,12,8,12,0,12,253,68,148,63,21,24,87,48,40,43,0,12,105,50,0,12,83,49,9,14,13,14
1500000US250250406002,250250406002,"Block Group 2, Census Tract 406, Suffolk County, Massachusetts",860,77,82,49,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,82,49,34,34,0,12,8,13,12,19,14,23,48,45,0,12,23,36,0,12,25,30,778,78,340,82,287,81,0,12,197,85,58,30,32,22,53,30,8,14,0,12,0,12,8,14,0,12,45,29,0,12,0,12,18,20,27,20,438,86,207,96,0,12,184,96,23,22,0,12,231,79,29,23,127,65,68,40,7,14
1500000US250250408011,250250408011,"Block Group 1, Census Tract 408.01, Suffolk County, Massachusetts",498,94,356,86,250,84,17,19,0,12,0,12,0,12,17,19,233,82,24,23,0,12,24,23,0,12,0,12,209,83,28,34,97,55,72,69,12,18,106,66,52,48,0,12,8,12,44,46,0,12,54,45,0,12,12,20,13,20,29,44,142,80,63,53,15,18,0,12,6,10,9,15,0,12,48,49,0,12,0,12,0,12,0,12,0,12,48,49,0,12,20,33,28,36,0,12,79,67,22,27,0,12,0,12,22,27,0,12,57,60,0,12,0,12,49,58,8,12
1500000US250250408012,250250408012,"Block Group 2, Census Tract 408.01, Suffolk County, Massachusetts",328,99,187,99,112,72,58,51,0,12,43,48,15,13,0,12,54,51,28,45,0,12,28,45,0,12,0,12,26,24,0,12,4,12,22,21,0,12,75,79,0,12,0,12,0,12,0,12,0,12,75,79,0,12,41,57,0,12,34,53,141,82,141,82,88,57,4,7,0,12,84,56,0,12,53,65,10,16,0,12,0,12,0,12,10,16,43,64,0,12,43,64,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250408013,250250408013,"Block Group 3, Census Tract 408.01, Suffolk County, Massachusetts",1306,129,55,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,55,40,31,27,0,12,0,12,23,29,8,14,24,31,4,7,0,12,0,12,20,30,1251,124,446,112,400,106,0,12,172,72,170,70,58,30,46,46,20,22,0,12,8,13,12,18,0,12,26,41,0,12,26,41,0,12,0,12,805,139,370,102,16,26,301,106,34,34,19,24,435,121,0,12,262,105,146,76,27,27
1500000US250250501011,250250501011,"Block Group 1, Census Tract 501.01, Suffolk County, Massachusetts",514,79,65,54,35,43,0,12,0,12,0,12,0,12,0,12,35,43,0,12,0,12,0,12,0,12,0,12,35,43,0,12,35,43,0,12,0,12,30,34,0,12,0,12,0,12,0,12,0,12,30,34,0,12,20,31,0,12,10,15,449,85,402,86,208,82,0,12,138,72,36,30,34,25,194,88,41,47,0,12,41,47,0,12,0,12,153,77,0,12,122,76,31,36,0,12,47,30,20,25,6,10,14,22,0,12,0,12,27,27,0,12,0,12,17,22,10,16
1500000US250250501012,250250501012,"Block Group 2, Census Tract 501.01, Suffolk County, Massachusetts",771,110,280,103,114,69,17,20,0,12,0,12,11,19,6,9,97,69,0,12,0,12,0,12,0,12,0,12,97,69,0,12,48,51,40,46,9,15,166,73,82,60,0,12,47,54,20,24,15,17,84,57,0,12,20,31,24,27,40,36,491,101,215,90,130,73,0,12,49,53,40,34,41,37,85,51,20,31,0,12,0,12,20,31,0,12,65,51,7,12,33,41,0,12,25,26,276,93,132,69,0,12,66,53,18,20,48,45,144,76,0,12,109,67,20,31,15,24
1500000US250250501013,250250501013,"Block Group 3, Census Tract 501.01, Suffolk County, Massachusetts",580,84,78,56,16,26,0,12,0,12,0,12,0,12,0,12,16,26,0,12,0,12,0,12,0,12,0,12,16,26,0,12,16,26,0,12,0,12,62,51,28,32,13,21,0,12,15,24,0,12,34,39,0,12,0,12,23,35,11,18,502,86,328,95,217,80,12,20,132,70,35,35,38,31,111,68,59,51,14,22,23,37,22,27,0,12,52,48,0,12,16,23,28,44,8,12,174,67,93,64,0,12,55,55,21,20,17,27,81,39,12,12,46,36,0,12,23,23
1500000US250250502001,250250502001,"Block Group 1, Census Tract 502, Suffolk County, Massachusetts",798,132,117,77,32,50,0,12,0,12,0,12,0,12,0,12,32,50,0,12,0,12,0,12,0,12,0,12,32,50,0,12,32,50,0,12,0,12,85,65,40,53,0,12,0,12,33,52,7,11,45,43,0,12,26,41,0,12,19,16,681,126,478,141,252,92,0,12,174,86,59,48,19,18,226,110,60,56,0,12,50,53,10,17,0,12,166,93,0,12,49,49,101,79,16,19,203,79,73,55,0,12,46,46,27,30,0,12,130,68,0,12,73,55,44,48,13,11
1500000US250250502002,250250502002,"Block Group 2, Census Tract 502, Suffolk County, Massachusetts",462,101,48,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,48,51,19,21,0,12,0,12,0,12,19,21,29,47,0,12,0,12,0,12,29,47,414,100,220,77,130,70,0,12,55,46,40,35,35,37,90,48,57,37,0,12,57,37,0,12,0,12,33,32,0,12,21,24,12,20,0,12,194,81,82,58,0,12,12,18,32,30,38,49,112,71,0,12,54,60,7,13,51,38
1500000US250250502003,250250502003,"Block Group 3, Census Tract 502, Suffolk County, Massachusetts",296,98,24,37,24,37,0,12,0,12,0,12,0,12,0,12,24,37,0,12,0,12,0,12,0,12,0,12,24,37,0,12,24,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,272,95,155,90,132,82,0,12,108,78,16,17,8,12,23,35,23,35,0,12,0,12,0,12,23,35,0,12,0,12,0,12,0,12,0,12,117,69,90,65,7,13,28,46,30,49,25,38,27,25,0,12,9,15,9,14,9,13
