GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
1500000US250250104081,250250104081,"Block Group 1, Census Tract 104.08, Suffolk County, Massachusetts",1182,118,22,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,31,45,0,12,0,12,0,12,6,9,19,17,0,12,11,12,90,59,22,17,483,111,209,66,122,97,158,71
1500000US250250105001,250250105001,"Block Group 1, Census Tract 105, Suffolk County, Massachusetts",430,115,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,11,15,0,12,16,18,7,11,190,96,128,85,38,39,30,33
1500000US250250105002,250250105002,"Block Group 2, Census Tract 105, Suffolk County, Massachusetts",823,207,7,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,17,24,0,12,0,12,28,46,1,6,8,13,62,45,0,12,0,12,46,49,0,12,251,91,229,100,46,68,120,76
1500000US250250105003,250250105003,"Block Group 3, Census Tract 105, Suffolk County, Massachusetts",728,141,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,7,12,0,12,0,12,0,12,77,58,112,82,0,12,7,12,9,14,61,39,253,108,144,59,48,36,0,12
1500000US250250106001,250250106001,"Block Group 1, Census Tract 106, Suffolk County, Massachusetts",1721,223,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,84,60,0,12,11,17,90,70,63,41,669,154,352,107,342,140,101,72
1500000US250250106002,250250106002,"Block Group 2, Census Tract 106, Suffolk County, Massachusetts",993,173,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,64,65,0,12,0,12,0,12,92,61,22,26,40,52,12,19,32,36,238,118,234,65,197,83,62,43
1500000US250250107011,250250107011,"Block Group 1, Census Tract 107.01, Suffolk County, Massachusetts",735,204,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,39,25,28,256,125,246,101,136,78,39,32
1500000US250250107012,250250107012,"Block Group 2, Census Tract 107.01, Suffolk County, Massachusetts",831,188,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,21,4,8,0,12,9,14,24,39,327,116,285,108,101,60,68,66
1500000US250250107013,250250107013,"Block Group 3, Census Tract 107.01, Suffolk County, Massachusetts",508,106,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,15,0,12,0,12,0,12,0,12,21,31,0,12,3,7,17,21,17,21,256,91,120,60,33,26,30,26
1500000US250250107021,250250107021,"Block Group 1, Census Tract 107.02, Suffolk County, Massachusetts",816,196,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,22,7,12,17,28,0,12,36,35,6,10,419,164,134,78,116,108,66,53
1500000US250250107022,250250107022,"Block Group 2, Census Tract 107.02, Suffolk County, Massachusetts",469,132,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,18,18,30,38,209,72,86,52,43,35,77,71
1500000US250250107023,250250107023,"Block Group 3, Census Tract 107.02, Suffolk County, Massachusetts",762,139,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,27,0,12,0,12,27,25,17,21,13,17,21,23,32,28,306,89,226,69,67,42,26,23
1500000US250250108011,250250108011,"Block Group 1, Census Tract 108.01, Suffolk County, Massachusetts",493,117,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,49,9,14,151,85,184,96,71,37,38,32
1500000US250250108012,250250108012,"Block Group 2, Census Tract 108.01, Suffolk County, Massachusetts",898,150,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,32,0,12,0,12,2,4,2,4,26,34,0,12,0,12,28,28,30,26,273,113,294,97,139,68,82,44
1500000US250250108013,250250108013,"Block Group 3, Census Tract 108.01, Suffolk County, Massachusetts",1031,189,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,7,11,0,12,24,27,22,20,0,12,512,168,268,118,128,69,60,36
1500000US250250108021,250250108021,"Block Group 1, Census Tract 108.02, Suffolk County, Massachusetts",793,169,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,23,0,12,20,25,26,30,26,28,307,103,237,99,121,81,39,26
1500000US250250108022,250250108022,"Block Group 2, Census Tract 108.02, Suffolk County, Massachusetts",996,177,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,32,14,22,0,12,45,45,7,12,460,127,153,61,212,77,79,51
1500000US250250108023,250250108023,"Block Group 3, Census Tract 108.02, Suffolk County, Massachusetts",572,144,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,12,13,19,6,9,24,17,11,15,177,139,256,87,48,31,26,24
1500000US250250201011,250250201011,"Block Group 1, Census Tract 201.01, Suffolk County, Massachusetts",602,182,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,26,0,12,183,73,255,156,95,78,53,65
1500000US250250201012,250250201012,"Block Group 2, Census Tract 201.01, Suffolk County, Massachusetts",923,239,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,57,64,0,12,0,12,0,12,43,66,447,173,143,76,193,132,40,40
1500000US250250201013,250250201013,"Block Group 3, Census Tract 201.01, Suffolk County, Massachusetts",1010,233,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,50,81,59,54,472,174,216,107,178,90,35,40
1500000US250250201014,250250201014,"Block Group 4, Census Tract 201.01, Suffolk County, Massachusetts",1082,263,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,28,0,12,36,40,42,64,22,35,513,239,192,108,174,106,85,66
1500000US250250202001,250250202001,"Block Group 1, Census Tract 202, Suffolk County, Massachusetts",1152,291,11,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,62,0,12,0,12,0,12,0,12,0,12,25,29,0,12,0,12,17,27,0,12,691,251,211,90,86,57,71,50
1500000US250250202002,250250202002,"Block Group 2, Census Tract 202, Suffolk County, Massachusetts",900,172,0,12,0,12,0,12,0,12,0,12,0,12,0,12,39,54,0,12,0,12,0,12,0,12,16,27,22,36,0,12,12,20,0,12,0,12,104,69,16,25,290,113,179,76,149,89,73,57
1500000US250250202003,250250202003,"Block Group 3, Census Tract 202, Suffolk County, Massachusetts",924,181,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,0,12,15,23,28,31,31,49,345,105,353,121,75,55,68,69
1500000US250250203011,250250203011,"Block Group 1, Census Tract 203.01, Suffolk County, Massachusetts",282,99,0,12,0,12,0,12,0,12,0,12,0,12,29,45,0,12,0,12,0,12,0,12,8,12,0,12,0,12,16,18,41,46,0,12,2,5,23,20,16,19,65,59,39,41,35,53,8,13
1500000US250250203012,250250203012,"Block Group 2, Census Tract 203.01, Suffolk County, Massachusetts",1655,223,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,0,12,0,12,73,67,0,12,21,23,47,35,47,34,493,156,357,112,445,150,163,81
1500000US250250203021,250250203021,"Block Group 1, Census Tract 203.02, Suffolk County, Massachusetts",716,108,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,6,9,0,12,0,12,8,13,15,15,366,98,185,70,87,37,43,27
1500000US250250203031,250250203031,"Block Group 1, Census Tract 203.03, Suffolk County, Massachusetts",955,196,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,78,78,0,12,0,12,15,23,27,42,315,114,309,119,94,51,117,69
1500000US250250203032,250250203032,"Block Group 2, Census Tract 203.03, Suffolk County, Massachusetts",712,248,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,27,7,12,39,17,43,31,40,41,7,12,52,37,68,54,35,47,56,64,0,12,260,94,52,49,29,35,9,15
1500000US250250203033,250250203033,"Block Group 3, Census Tract 203.03, Suffolk County, Massachusetts",1076,207,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,40,32,45,55,0,12,218,136,31,28,230,101,262,110,171,88,69,47
1500000US250250301001,250250301001,"Block Group 1, Census Tract 301, Suffolk County, Massachusetts",1152,198,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,41,0,12,0,12,0,12,9,14,0,12,0,12,0,12,80,41,17,19,22,24,19,22,21,23,697,217,126,54,113,60,18,22
1500000US250250301002,250250301002,"Block Group 2, Census Tract 301, Suffolk County, Massachusetts",690,165,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,18,0,12,0,12,0,12,22,23,26,30,0,12,9,14,57,55,0,12,351,143,160,74,35,45,18,19
1500000US250250302001,250250302001,"Block Group 1, Census Tract 302, Suffolk County, Massachusetts",1341,186,8,13,0,12,0,12,0,12,0,12,0,12,13,22,0,12,19,20,0,12,16,18,32,41,0,12,0,12,0,12,124,84,22,19,51,53,62,38,9,13,700,142,225,61,32,28,28,27
1500000US250250303001,250250303001,"Block Group 1, Census Tract 303, Suffolk County, Massachusetts",1990,223,0,12,0,12,0,12,0,12,0,12,0,12,12,21,0,12,0,12,0,12,14,23,0,12,13,22,11,17,14,22,0,12,14,22,59,54,138,109,53,43,774,192,568,157,182,99,138,72
1500000US250250303002,250250303002,"Block Group 2, Census Tract 303, Suffolk County, Massachusetts",1072,319,0,12,0,12,0,12,0,12,0,12,12,26,0,12,6,13,0,12,6,14,26,41,47,51,40,52,31,32,34,28,98,91,62,57,56,64,101,71,28,38,255,129,132,71,123,120,15,24
1500000US250250303003,250250303003,"Block Group 3, Census Tract 303, Suffolk County, Massachusetts",970,278,0,12,0,12,0,12,0,12,0,12,0,12,7,17,0,12,11,25,49,67,0,12,15,17,19,31,33,43,24,31,49,65,34,39,99,95,172,85,22,52,182,94,131,82,27,30,96,93
1500000US250250303004,250250303004,"Block Group 4, Census Tract 303, Suffolk County, Massachusetts",498,189,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,24,0,12,101,160,0,12,0,12,0,12,15,23,25,37,20,31,101,58,159,78,62,53,0,12
1500000US250250304001,250250304001,"Block Group 1, Census Tract 304, Suffolk County, Massachusetts",1312,246,8,13,0,12,0,12,0,12,0,12,41,57,16,26,0,12,6,10,7,11,22,28,20,31,0,12,2,4,24,30,97,59,0,12,28,33,97,72,27,30,599,186,224,69,68,47,26,20
1500000US250250304002,250250304002,"Block Group 2, Census Tract 304, Suffolk County, Massachusetts",880,179,8,11,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,22,28,64,48,0,12,26,34,57,43,22,24,482,152,136,67,24,21,25,24
1500000US250250305001,250250305001,"Block Group 1, Census Tract 305, Suffolk County, Massachusetts",513,94,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,33,28,0,12,4,8,23,22,11,16,185,59,149,52,83,40,14,18
1500000US250250305002,250250305002,"Block Group 2, Census Tract 305, Suffolk County, Massachusetts",984,136,1,2,0,12,0,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,15,9,14,6,11,33,37,12,14,540,106,248,89,85,57,31,27
1500000US250250305003,250250305003,"Block Group 3, Census Tract 305, Suffolk County, Massachusetts",627,138,0,12,0,12,0,12,0,12,0,12,11,17,13,19,15,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,26,0,12,0,12,34,39,0,12,368,120,117,67,32,39,15,24
1500000US250250401001,250250401001,"Block Group 1, Census Tract 401, Suffolk County, Massachusetts",772,170,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,7,11,0,12,0,12,88,45,25,30,19,17,81,81,10,16,333,101,130,57,50,38,21,38
1500000US250250401002,250250401002,"Block Group 2, Census Tract 401, Suffolk County, Massachusetts",1197,185,0,12,0,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,7,11,0,12,15,22,12,14,0,12,0,12,37,40,0,12,19,18,45,29,8,12,651,170,225,73,112,54,58,45
1500000US250250402001,250250402001,"Block Group 1, Census Tract 402, Suffolk County, Massachusetts",485,113,31,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,7,0,12,19,23,35,39,31,28,175,82,37,27,28,18,109,47,12,10,3,6,0,12,0,12,0,12
1500000US250250402002,250250402002,"Block Group 2, Census Tract 402, Suffolk County, Massachusetts",607,81,5,8,0,12,0,12,0,12,0,12,10,16,0,12,11,16,0,12,0,12,0,12,20,26,0,12,0,12,0,12,75,40,0,12,16,21,27,16,9,9,261,73,96,31,41,29,36,22
1500000US250250403001,250250403001,"Block Group 1, Census Tract 403, Suffolk County, Massachusetts",494,184,16,25,0,12,0,12,0,12,0,12,38,61,0,12,0,12,0,12,30,47,14,21,51,60,55,63,14,21,13,20,105,71,50,79,12,19,0,12,0,12,67,77,10,17,19,28,0,12
1500000US250250403002,250250403002,"Block Group 2, Census Tract 403, Suffolk County, Massachusetts",1140,202,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,150,135,27,30,22,23,28,26,0,12,458,161,292,101,131,57,20,22
1500000US250250403003,250250403003,"Block Group 3, Census Tract 403, Suffolk County, Massachusetts",547,157,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,0,12,0,12,23,26,0,12,0,12,32,48,9,14,247,88,152,71,54,42,24,23
1500000US250250403004,250250403004,"Block Group 4, Census Tract 403, Suffolk County, Massachusetts",566,157,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,16,0,12,49,36,9,15,17,19,92,131,0,12,252,111,68,47,64,47,0,12
1500000US250250403005,250250403005,"Block Group 5, Census Tract 403, Suffolk County, Massachusetts",442,100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,32,9,14,0,12,19,21,7,12,186,66,117,53,51,41,19,21
1500000US250250404011,250250404011,"Block Group 1, Census Tract 404.01, Suffolk County, Massachusetts",1267,152,37,55,0,12,0,12,0,12,0,12,15,28,0,12,15,24,0,12,0,12,30,35,45,42,11,18,13,20,0,12,409,111,21,22,36,48,134,76,15,25,282,99,95,67,81,58,28,26
1500000US250250404012,250250404012,"Block Group 2, Census Tract 404.01, Suffolk County, Massachusetts",588,158,0,12,0,12,0,12,0,12,0,12,10,17,0,12,0,12,0,12,0,12,0,12,8,13,12,19,0,12,0,12,80,79,0,12,0,12,36,41,24,26,217,78,118,100,59,44,24,26
1500000US250250406001,250250406001,"Block Group 1, Census Tract 406, Suffolk County, Massachusetts",795,150,7,11,0,12,0,12,0,12,0,12,2,4,0,12,0,12,0,12,12,18,0,12,1,3,0,12,4,6,7,11,79,43,0,12,38,36,44,28,106,64,339,129,99,48,20,19,37,34
1500000US250250406002,250250406002,"Block Group 2, Census Tract 406, Suffolk County, Massachusetts",1517,224,19,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,8,10,16,30,34,105,66,17,18,42,27,79,49,35,28,560,189,497,104,101,58,21,21
1500000US250250408011,250250408011,"Block Group 1, Census Tract 408.01, Suffolk County, Massachusetts",577,138,56,48,0,12,0,12,0,12,0,12,0,12,24,23,0,12,65,62,1,10,0,12,39,32,0,12,18,25,0,12,139,87,26,32,72,61,79,72,51,39,7,12,0,12,0,12,0,12
1500000US250250408012,250250408012,"Block Group 2, Census Tract 408.01, Suffolk County, Massachusetts",656,189,16,18,0,12,0,12,0,12,0,12,34,53,0,12,26,41,61,98,29,42,58,55,0,12,0,12,0,12,9,14,259,115,4,12,21,24,87,86,52,42,0,12,0,12,0,12,0,12
1500000US250250408013,250250408013,"Block Group 3, Census Tract 408.01, Suffolk County, Massachusetts",1839,188,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,107,70,8,14,0,12,146,79,44,41,544,158,707,174,154,72,129,73
1500000US250250501011,250250501011,"Block Group 1, Census Tract 501.01, Suffolk County, Massachusetts",1177,237,128,83,0,12,0,12,72,85,24,36,77,97,25,40,16,29,90,104,48,37,27,33,82,73,19,20,44,36,31,47,208,109,0,12,28,28,78,69,16,26,128,84,36,36,0,12,0,12
1500000US250250501012,250250501012,"Block Group 2, Census Tract 501.01, Suffolk County, Massachusetts",1339,273,96,69,0,12,0,12,0,12,35,50,22,35,0,12,18,21,16,27,0,12,34,40,22,23,122,125,40,37,38,35,443,186,13,21,61,52,127,123,41,38,152,92,33,37,0,12,26,42
1500000US250250501013,250250501013,"Block Group 3, Census Tract 501.01, Suffolk County, Massachusetts",1040,212,30,32,0,12,0,12,22,35,0,12,27,33,27,44,0,12,16,26,5,11,5,11,39,44,5,12,0,12,37,41,241,115,31,36,27,27,104,73,36,35,200,101,93,51,54,39,41,44
1500000US250250502001,250250502001,"Block Group 1, Census Tract 502, Suffolk County, Massachusetts",1716,402,65,72,0,12,0,12,0,12,46,53,47,40,86,100,21,33,133,100,25,38,68,78,111,89,0,12,20,24,0,12,486,208,11,18,44,47,256,133,36,44,193,101,30,31,29,44,9,14
1500000US250250502002,250250502002,"Block Group 2, Census Tract 502, Suffolk County, Massachusetts",795,186,59,70,0,12,16,27,0,12,0,12,10,17,12,20,10,16,38,49,0,12,0,12,20,31,0,12,24,27,0,12,252,96,11,17,25,29,75,52,61,49,123,75,59,54,0,12,0,12
1500000US250250502003,250250502003,"Block Group 3, Census Tract 502, Suffolk County, Massachusetts",729,311,72,72,0,12,0,12,0,12,0,12,62,96,62,73,26,41,9,15,0,12,0,12,106,172,0,12,0,12,8,12,132,109,0,12,8,12,33,38,9,13,202,143,0,12,0,12,0,12
1500000US250250502004,250250502004,"Block Group 4, Census Tract 502, Suffolk County, Massachusetts",919,372,36,37,0,12,0,12,55,58,0,12,22,30,49,58,44,49,13,20,34,41,0,12,23,31,57,50,33,36,0,12,461,203,8,12,29,41,30,45,0,12,25,31,0,12,0,12,0,12
1500000US250250503001,250250503001,"Block Group 1, Census Tract 503, Suffolk County, Massachusetts",447,141,19,19,0,12,0,12,0,12,0,12,25,23,33,31,0,12,0,12,0,12,17,26,83,89,41,45,6,8,11,12,79,56,14,14,11,19,32,30,9,16,29,26,19,17,6,9,13,21
1500000US250250503002,250250503002,"Block Group 2, Census Tract 503, Suffolk County, Massachusetts",998,96,109,46,0,12,16,16,18,27,11,9,13,12,11,11,22,33,5,8,35,34,42,22,48,39,4,7,38,44,25,20,196,56,43,30,105,52,99,53,52,29,59,35,35,26,12,13,0,12
1500000US250250504001,250250504001,"Block Group 1, Census Tract 504, Suffolk County, Massachusetts",552,156,0,12,0,12,0,12,0,12,3,6,0,12,0,12,38,35,0,12,20,29,7,11,26,25,0,12,0,12,0,12,120,120,23,24,0,12,76,67,18,30,130,80,40,27,35,33,16,16
1500000US250250504002,250250504002,"Block Group 2, Census Tract 504, Suffolk County, Massachusetts",1325,227,30,28,0,12,15,22,0,12,0,12,4,7,53,59,52,54,29,26,19,14,66,66,86,41,24,28,31,34,10,13,333,87,55,68,37,25,96,51,53,30,214,89,85,47,4,7,29,22
1500000US250250505001,250250505001,"Block Group 1, Census Tract 505, Suffolk County, Massachusetts",1548,157,52,33,0,12,9,13,25,28,11,17,33,28,0,12,45,36,65,41,21,25,54,31,166,82,31,30,13,14,31,42,494,110,27,25,20,23,145,74,55,37,108,48,116,58,6,10,21,18
1500000US250250506001,250250506001,"Block Group 1, Census Tract 506, Suffolk County, Massachusetts",988,253,70,43,7,10,0,12,20,29,34,38,11,17,19,21,34,32,13,26,32,33,72,61,70,51,0,12,18,23,0,12,299,136,6,9,18,21,195,104,0,12,40,30,17,17,0,12,13,14
1500000US250250506002,250250506002,"Block Group 2, Census Tract 506, Suffolk County, Massachusetts",649,198,50,43,0,12,14,22,14,23,15,22,20,33,39,38,33,34,0,12,9,17,23,36,50,45,0,12,26,30,0,12,121,132,0,12,12,18,22,25,28,38,112,61,36,22,20,31,5,7
1500000US250250507001,250250507001,"Block Group 1, Census Tract 507, Suffolk County, Massachusetts",1907,362,133,130,0,12,0,12,28,31,94,75,30,44,67,72,166,117,88,76,0,12,0,12,85,60,40,39,45,45,71,77,515,168,30,28,7,13,87,56,56,48,275,110,90,68,0,12,0,12
1500000US250250507002,250250507002,"Block Group 2, Census Tract 507, Suffolk County, Massachusetts",808,251,114,85,0,12,0,12,0,12,0,12,41,63,8,13,1,3,14,16,47,52,18,26,27,43,0,12,0,12,5,10,239,99,6,14,17,26,139,113,0,12,82,56,50,47,0,12,0,12
1500000US250250507003,250250507003,"Block Group 3, Census Tract 507, Suffolk County, Massachusetts",857,250,94,81,0,12,0,12,9,17,80,56,69,51,55,72,0,12,0,12,40,39,78,83,13,20,0,12,0,12,0,12,176,99,0,12,25,28,82,60,9,16,72,41,42,36,13,20,0,12
1500000US250250509011,250250509011,"Block Group 1, Census Tract 509.01, Suffolk County, Massachusetts",1096,287,111,79,0,12,0,12,0,12,0,12,56,68,66,107,45,53,34,52,39,44,99,84,10,17,0,12,0,12,39,45,343,153,38,36,35,39,63,70,13,17,57,76,39,45,0,12,9,14
1500000US250250509012,250250509012,"Block Group 2, Census Tract 509.01, Suffolk County, Massachusetts",1776,285,258,126,0,12,0,12,0,12,60,66,19,30,9,17,0,12,111,63,46,56,31,45,82,55,0,12,0,12,24,35,533,163,48,51,67,46,215,81,25,26,162,73,73,52,0,12,13,18
1500000US250250509013,250250509013,"Block Group 3, Census Tract 509.01, Suffolk County, Massachusetts",378,122,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,39,36,16,25,27,25,14,20,0,12,11,18,0,12,113,54,0,12,0,12,72,74,9,14,30,30,37,58,0,12,0,12
1500000US250250510001,250250510001,"Block Group 1, Census Tract 510, Suffolk County, Massachusetts",1595,289,38,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,31,23,31,23,37,33,40,0,12,10,15,19,21,679,192,60,46,43,30,214,92,88,54,211,98,120,73,6,9,1,3
1500000US250250510002,250250510002,"Block Group 2, Census Tract 510, Suffolk County, Massachusetts",582,135,57,47,0,12,0,12,0,12,0,12,0,12,12,20,7,10,6,13,6,9,40,34,30,35,26,25,0,12,32,30,103,55,10,15,19,30,57,43,11,16,134,66,32,36,0,12,0,12
1500000US250250510003,250250510003,"Block Group 3, Census Tract 510, Suffolk County, Massachusetts",1017,248,10,16,0,12,0,12,0,12,33,51,13,20,0,12,0,12,67,71,35,41,10,15,38,45,15,23,29,38,0,12,389,144,19,30,35,35,174,151,63,58,70,60,17,19,0,12,0,12
1500000US250250511011,250250511011,"Block Group 1, Census Tract 511.01, Suffolk County, Massachusetts",993,304,0,12,0,12,0,12,0,12,0,12,14,22,52,82,0,12,0,12,44,68,0,12,0,12,0,12,0,12,41,53,375,170,17,28,14,22,190,113,12,20,178,127,56,46,0,12,0,12
1500000US250250511012,250250511012,"Block Group 2, Census Tract 511.01, Suffolk County, Massachusetts",1225,292,28,44,0,12,0,12,0,12,27,46,18,34,0,12,88,111,53,62,0,12,14,23,0,12,0,12,41,64,83,84,420,191,15,23,89,88,22,35,13,21,186,100,104,69,24,28,0,12
1500000US250250511013,250250511013,"Block Group 3, Census Tract 511.01, Suffolk County, Massachusetts",1478,423,44,69,0,12,0,12,19,32,80,87,0,12,0,12,70,108,77,83,0,12,0,12,0,12,25,28,11,18,0,12,464,223,11,17,104,72,43,51,138,122,235,177,97,74,60,74,0,12
1500000US250250511014,250250511014,"Block Group 4, Census Tract 511.01, Suffolk County, Massachusetts",1094,400,27,36,0,12,0,12,0,12,0,12,0,12,0,12,60,92,0,12,0,12,5,10,28,44,27,43,10,15,5,10,398,237,0,12,28,45,82,74,74,66,229,156,101,87,0,12,20,33
1500000US250250512001,250250512001,"Block Group 1, Census Tract 512, Suffolk County, Massachusetts",103,122,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,32,0,12,0,12,47,76,0,12,36,57,0,12,0,12,0,12
1500000US250250512002,250250512002,"Block Group 2, Census Tract 512, Suffolk County, Massachusetts",1249,160,73,60,0,12,0,12,0,12,43,22,22,33,0,12,53,50,51,54,41,57,12,21,25,40,43,51,0,12,0,12,328,123,95,83,31,31,103,59,105,52,147,79,66,48,0,12,11,17
1500000US250250512003,250250512003,"Block Group 3, Census Tract 512, Suffolk County, Massachusetts",708,165,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,25,0,12,0,12,26,21,8,13,111,50,21,23,1,9,90,62,68,51,181,81,106,61,71,55,9,15
1500000US250250601011,250250601011,"Block Group 1, Census Tract 601.01, Suffolk County, Massachusetts",873,192,14,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,25,15,27,68,42,15,27,12,19,60,41,43,32,501,183,123,57,0,12,0,12
1500000US250250601012,250250601012,"Block Group 2, Census Tract 601.01, Suffolk County, Massachusetts",532,136,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,0,12,9,15,0,12,72,57,8,12,26,23,50,45,24,28,303,117,20,18,12,19,0,12
1500000US250250601013,250250601013,"Block Group 3, Census Tract 601.01, Suffolk County, Massachusetts",886,198,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,14,19,0,12,103,66,8,11,38,41,84,50,76,47,348,117,169,88,35,37,0,12
1500000US250250601014,250250601014,"Block Group 4, Census Tract 601.01, Suffolk County, Massachusetts",810,158,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,3,7,25,30,0,12,4,8,12,14,0,12,121,66,13,21,7,12,63,46,73,55,301,84,124,71,43,41,11,17
